Input.sentence0,Input.question0,Input.Q0-Name1,Input.Q0-Name2,Input.sentence1,Input.question1,Input.Q1-Name1,Input.Q1-Name2,Input.sentence2,Input.question2,Input.Q2-Name1,Input.Q2-Name2,Input.sentence3,Input.question3,Input.Q3-Name1,Input.Q3-Name2,Input.sentence4,Input.question4,Input.Q4-Name1,Input.Q4-Name2,Input.sentence5,Input.question5,Input.Q5-Name1,Input.Q5-Name2,Input.sentence6,Input.question6,Input.Q6-Name1,Input.Q6-Name2,Input.sentence7,Input.question7,Input.Q7-Name1,Input.Q7-Name2,Input.sentence8,Input.question8,Input.Q8-Name1,Input.Q8-Name2,Input.sentence9,Input.question9,Input.Q9-Name1,Input.Q9-Name2,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.native
"Matthew told Joshua that the client disgusted him.
",Who did the client disgust?,Matthew,Joshua,"The sister-in-law contacted Amanda because she is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,the sister-in-law,Amanda,"Melissa told Jennifer that she distrusted the father-in-law.
",Who distrusted the father-in-law?,Melissa,Jennifer,"The sister-in-law told Amanda that she misguided the client.
",Who misguided the client?,the sister-in-law,Amanda,"Matthew was told by Joshua that he reassured the client.
",Who reassured the client?,Matthew,Joshua,"William told Joshua that he found the saleswoman.
",Who found the saleswoman?,William,Joshua,"Kimberly was told by the aunt that she fascinated the granddaughter.
",Who fascinated the granddaughter?,Kimberly,the aunt,"The sister-in-law was given a slice of chocolate cake by Amanda after she went for a tour.
",Who went for a tour?,the sister-in-law,Amanda,"Matthew was told by Joshua that the client debated with him.
",Who did the client debate with?,Matthew,Joshua,"Matthew was emailed by Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,def-Q0-Name1,prob-Q1-Name1,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name1,def-Q5-Name1,prob-Q6-Name2,prob-Q7-Name1,def-Q8-Name2,def-Q9-Name2,yes
"Matthew told Joshua that the client disgusted him.
",Who did the client disgust?,Matthew,Joshua,"The sister-in-law contacted Amanda because she is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,the sister-in-law,Amanda,"Melissa told Jennifer that she distrusted the father-in-law.
",Who distrusted the father-in-law?,Melissa,Jennifer,"The sister-in-law told Amanda that she misguided the client.
",Who misguided the client?,the sister-in-law,Amanda,"Matthew was told by Joshua that he reassured the client.
",Who reassured the client?,Matthew,Joshua,"William told Joshua that he found the saleswoman.
",Who found the saleswoman?,William,Joshua,"Kimberly was told by the aunt that she fascinated the granddaughter.
",Who fascinated the granddaughter?,Kimberly,the aunt,"The sister-in-law was given a slice of chocolate cake by Amanda after she went for a tour.
",Who went for a tour?,the sister-in-law,Amanda,"Matthew was told by Joshua that the client debated with him.
",Who did the client debate with?,Matthew,Joshua,"Matthew was emailed by Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,def-Q0-Name1,prob-Q1-Name1,def-Q2-Name1,Ambiguous,Ambiguous,def-Q5-Name1,prob-Q6-Name1,def-Q7-Name1,def-Q8-Name2,def-Q9-Name2,yes
"The sister-in-law contacted Amanda because she was seeking advice.
",Who was seeking advice?,the sister-in-law,Amanda,"Kimberly was told by the aunt that the granddaughter fought with her.
",Who did the granddaughter fight with?,Kimberly,the aunt,"The sister-in-law was texted by Amanda because she is leaving town next week.
",Who is leaving town next week?,the sister-in-law,Amanda,"The sister-in-law was lent a pencil by Amanda after she got to the classroom.
",Who got to the classroom?,the sister-in-law,Amanda,"The sister-in-law gave Amanda a laptop before she went to the meeting.
",Who went to the meeting?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she wanted to share some updates.
",Who wanted to share some updates?,the sister-in-law,Amanda,"The sister-in-law was shown an elegant hat by Amanda before she started singing.
",Who started singing?,the sister-in-law,Amanda,"The sister-in-law handed Amanda a piece of white paper before she ran out of draft paper.
",Who ran out of draft paper?,the sister-in-law,Amanda,"William told Joshua that the saleswoman pleased him.
",Who did the saleswoman please?,William,Joshua,"The sister-in-law lent Amanda a pencil after she got to the classroom.
",Who got to the classroom?,the sister-in-law,Amanda,prob-Q0-Name2,prob-Q1-Name2,prob-Q2-Name1,Ambiguous,prob-Q4-Name2,prob-Q5-Name2,prob-Q6-Name1,prob-Q7-Name2,prob-Q8-Name1,$def-Q9-Name1,yes
"The sister-in-law contacted Amanda because she was seeking advice.
",Who was seeking advice?,the sister-in-law,Amanda,"Kimberly was told by the aunt that the granddaughter fought with her.
",Who did the granddaughter fight with?,Kimberly,the aunt,"The sister-in-law was texted by Amanda because she is leaving town next week.
",Who is leaving town next week?,the sister-in-law,Amanda,"The sister-in-law was lent a pencil by Amanda after she got to the classroom.
",Who got to the classroom?,the sister-in-law,Amanda,"The sister-in-law gave Amanda a laptop before she went to the meeting.
",Who went to the meeting?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she wanted to share some updates.
",Who wanted to share some updates?,the sister-in-law,Amanda,"The sister-in-law was shown an elegant hat by Amanda before she started singing.
",Who started singing?,the sister-in-law,Amanda,"The sister-in-law handed Amanda a piece of white paper before she ran out of draft paper.
",Who ran out of draft paper?,the sister-in-law,Amanda,"William told Joshua that the saleswoman pleased him.
",Who did the saleswoman please?,William,Joshua,"The sister-in-law lent Amanda a pencil after she got to the classroom.
",Who got to the classroom?,the sister-in-law,Amanda,prob-Q0-Name1,def-Q1-Name2,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name2,prob-Q5-Name1,prob-Q6-Name1,prob-Q7-Name2,def-Q8-Name1,prob-Q9-Name1,yes
"The sister-in-law contacted Amanda because she was seeking advice.
",Who was seeking advice?,the sister-in-law,Amanda,"Kimberly was told by the aunt that the granddaughter fought with her.
",Who did the granddaughter fight with?,Kimberly,the aunt,"The sister-in-law was texted by Amanda because she is leaving town next week.
",Who is leaving town next week?,the sister-in-law,Amanda,"The sister-in-law was lent a pencil by Amanda after she got to the classroom.
",Who got to the classroom?,the sister-in-law,Amanda,"The sister-in-law gave Amanda a laptop before she went to the meeting.
",Who went to the meeting?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she wanted to share some updates.
",Who wanted to share some updates?,the sister-in-law,Amanda,"The sister-in-law was shown an elegant hat by Amanda before she started singing.
",Who started singing?,the sister-in-law,Amanda,"The sister-in-law handed Amanda a piece of white paper before she ran out of draft paper.
",Who ran out of draft paper?,the sister-in-law,Amanda,"William told Joshua that the saleswoman pleased him.
",Who did the saleswoman please?,William,Joshua,"The sister-in-law lent Amanda a pencil after she got to the classroom.
",Who got to the classroom?,the sister-in-law,Amanda,def-Q0-Name1,def-Q1-Name2,def-Q2-Name2,def-Q3-Name1,def-Q4-Name1,def-Q5-Name1,def-Q6-Name2,def-Q7-Name2,def-Q8-Name1,def-Q9-Name2,yes
"The sister-in-law was taught skiing by Amanda after she took another leave.
",Who took another leave?,the sister-in-law,Amanda,"The sister-in-law left a note for Amanda because she is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,the sister-in-law,Amanda,"Matthew was told by Joshua that he paid the client.
",Who paid the client?,Matthew,Joshua,"The sister-in-law texted Amanda because she had a story to tell.
",Who had a story to tell?,the sister-in-law,Amanda,"The son told Robert that Brian shouted at him.
",Who did Brian shout at?,the son,Robert,"Matthew was told by Joshua that he treasured the client.
",Who treasured the client?,Matthew,Joshua,"The sister-in-law rented Amanda a nice camera before she mentioned her favorite flower several times.
",Who mentioned her favorite flower several times?,the sister-in-law,Amanda,"The sister-in-law was lent the book by Amanda after she asked her a few questions.
",Who asked her a few questions?,the sister-in-law,Amanda,"Matthew was told by Joshua that he led the client.
",Who led the client?,Matthew,Joshua,"Matthew was told by Joshua that he gratified the client.
",Who gratified the client?,Matthew,Joshua,Ambiguous,Ambiguous,prob-Q2-Name2,Ambiguous,prob-Q4-Name1,def-Q5-Name2,Ambiguous,Ambiguous,Ambiguous,Ambiguous,yes
"The sister-in-law was taught skiing by Amanda after she took another leave.
",Who took another leave?,the sister-in-law,Amanda,"The sister-in-law left a note for Amanda because she is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,the sister-in-law,Amanda,"Matthew was told by Joshua that he paid the client.
",Who paid the client?,Matthew,Joshua,"The sister-in-law texted Amanda because she had a story to tell.
",Who had a story to tell?,the sister-in-law,Amanda,"The son told Robert that Brian shouted at him.
",Who did Brian shout at?,the son,Robert,"Matthew was told by Joshua that he treasured the client.
",Who treasured the client?,Matthew,Joshua,"The sister-in-law rented Amanda a nice camera before she mentioned her favorite flower several times.
",Who mentioned her favorite flower several times?,the sister-in-law,Amanda,"The sister-in-law was lent the book by Amanda after she asked her a few questions.
",Who asked her a few questions?,the sister-in-law,Amanda,"Matthew was told by Joshua that he led the client.
",Who led the client?,Matthew,Joshua,"Matthew was told by Joshua that he gratified the client.
",Who gratified the client?,Matthew,Joshua,prob-Q0-Name1,Ambiguous,prob-Q2-Name2,prob-Q3-Name1,prob-Q4-Name2,prob-Q5-Name1,prob-Q6-Name2,prob-Q7-Name1,Ambiguous,$def-Q9-Name1,yes
"The sister-in-law was taught skiing by Amanda after she took another leave.
",Who took another leave?,the sister-in-law,Amanda,"The sister-in-law left a note for Amanda because she is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,the sister-in-law,Amanda,"Matthew was told by Joshua that he paid the client.
",Who paid the client?,Matthew,Joshua,"The sister-in-law texted Amanda because she had a story to tell.
",Who had a story to tell?,the sister-in-law,Amanda,"The son told Robert that Brian shouted at him.
",Who did Brian shout at?,the son,Robert,"Matthew was told by Joshua that he treasured the client.
",Who treasured the client?,Matthew,Joshua,"The sister-in-law rented Amanda a nice camera before she mentioned her favorite flower several times.
",Who mentioned her favorite flower several times?,the sister-in-law,Amanda,"The sister-in-law was lent the book by Amanda after she asked her a few questions.
",Who asked her a few questions?,the sister-in-law,Amanda,"Matthew was told by Joshua that he led the client.
",Who led the client?,Matthew,Joshua,"Matthew was told by Joshua that he gratified the client.
",Who gratified the client?,Matthew,Joshua,Ambiguous,def-Q1-Name1,def-Q2-Name2,def-Q3-Name1,def-Q4-Name1,def-Q5-Name2,def-Q6-Name1,prob-Q7-Name1,Ambiguous,Ambiguous,yes
"The sister-in-law brought Amanda a gift after she invited her to her birthday party.
",Who invited her to her birthday party?,the sister-in-law,Amanda,"The sister-in-law wrote Amanda a short message after she finished the last lesson.
",Who finished the last lesson?,the sister-in-law,Amanda,"The sister-in-law baked Amanda some egg tarts after she told her to do so.
",Who told her to do so?,the sister-in-law,Amanda,"Matthew was passed a pen by Joshua before he demanded something to write.
",Who demanded something to write?,Matthew,Joshua,"The sister-in-law was told by Amanda that the client annoyed her.
",Who did the client annoy?,the sister-in-law,Amanda,"Matthew was sent a message by Joshua because he is flying abroad soon.
",Who is flying abroad soon?,Matthew,Joshua,"Matthew told Joshua that he respected the client.
",Who respected the client?,Matthew,Joshua,"The sister-in-law was told by Amanda that she tormented the client.
",Who tormented the client?,the sister-in-law,Amanda,"The sister-in-law told Amanda that she soothed the client.
",Who soothed the client?,the sister-in-law,Amanda,"The sister-in-law handed Amanda a piece of white paper before she asked a question.
",Who asked a question?,the sister-in-law,Amanda,def-Q0-Name1,def-Q1-Name2,prob-Q2-Name2,prob-Q3-Name1,def-Q4-Name1,prob-Q5-Name1,def-Q6-Name1,prob-Q7-Name1,prob-Q8-Name2,prob-Q9-Name1,yes
"The sister-in-law brought Amanda a gift after she invited her to her birthday party.
",Who invited her to her birthday party?,the sister-in-law,Amanda,"The sister-in-law wrote Amanda a short message after she finished the last lesson.
",Who finished the last lesson?,the sister-in-law,Amanda,"The sister-in-law baked Amanda some egg tarts after she told her to do so.
",Who told her to do so?,the sister-in-law,Amanda,"Matthew was passed a pen by Joshua before he demanded something to write.
",Who demanded something to write?,Matthew,Joshua,"The sister-in-law was told by Amanda that the client annoyed her.
",Who did the client annoy?,the sister-in-law,Amanda,"Matthew was sent a message by Joshua because he is flying abroad soon.
",Who is flying abroad soon?,Matthew,Joshua,"Matthew told Joshua that he respected the client.
",Who respected the client?,Matthew,Joshua,"The sister-in-law was told by Amanda that she tormented the client.
",Who tormented the client?,the sister-in-law,Amanda,"The sister-in-law told Amanda that she soothed the client.
",Who soothed the client?,the sister-in-law,Amanda,"The sister-in-law handed Amanda a piece of white paper before she asked a question.
",Who asked a question?,the sister-in-law,Amanda,prob-Q0-Name1,prob-Q1-Name1,Ambiguous,prob-Q3-Name2,def-Q4-Name1,def-Q5-Name1,prob-Q6-Name1,def-Q7-Name1,Ambiguous,$def-Q9-Name1,yes
"The sister-in-law brought Amanda a gift after she invited her to her birthday party.
",Who invited her to her birthday party?,the sister-in-law,Amanda,"The sister-in-law wrote Amanda a short message after she finished the last lesson.
",Who finished the last lesson?,the sister-in-law,Amanda,"The sister-in-law baked Amanda some egg tarts after she told her to do so.
",Who told her to do so?,the sister-in-law,Amanda,"Matthew was passed a pen by Joshua before he demanded something to write.
",Who demanded something to write?,Matthew,Joshua,"The sister-in-law was told by Amanda that the client annoyed her.
",Who did the client annoy?,the sister-in-law,Amanda,"Matthew was sent a message by Joshua because he is flying abroad soon.
",Who is flying abroad soon?,Matthew,Joshua,"Matthew told Joshua that he respected the client.
",Who respected the client?,Matthew,Joshua,"The sister-in-law was told by Amanda that she tormented the client.
",Who tormented the client?,the sister-in-law,Amanda,"The sister-in-law told Amanda that she soothed the client.
",Who soothed the client?,the sister-in-law,Amanda,"The sister-in-law handed Amanda a piece of white paper before she asked a question.
",Who asked a question?,the sister-in-law,Amanda,def-Q0-Name2,def-Q1-Name1,def-Q2-Name2,def-Q3-Name1,def-Q4-Name2,prob-Q5-Name2,def-Q6-Name1,prob-Q7-Name1,prob-Q8-Name2,prob-Q9-Name1,yes
